Система нелінійних рівнянь:
  f₁(x₁,x₂) = x₁² + x₂² - 4 = 0
  f₂(x₁,x₂) = x₁·x₂ - 1 = 0

Цільова функція:
  Φ(x₁,x₂) = f₁² + f₂²

Параметри методу:
  X⁰ = (2.0, 1.0)
  ΔX = (0.1, 0.1)
  ε₁ = 1e-06
  ε₂ = 1e-06
  q = 2.0
  p = 2.0

ТРАЄКТОРІЯ СПУСКУ:
----------------------------------------------------------------------
№ кроку    x₁                   x₂                   Φ(X)                
3767       1.9318516526         0.5176380902         1.23e-32            
3768       1.9318516526         0.5176380902         1.23e-32            
3769       1.9318516526         0.5176380902         1.23e-32            
3770       1.9318516526         0.5176380902         1.23e-32            
3771       1.9318516526         0.5176380902         1.23e-32            
3772       1.9318516526         0.5176380902         1.23e-32            
3773       1.9318516526         0.5176380902         1.23e-32            
3774       1.9318516526         0.5176380902         1.23e-32            
3775       1.9318516526         0.5176380902         1.23e-32            
3776       1.9318516526         0.5176380902         1.23e-32            
3777       1.9318516526         0.5176380902         1.23e-32            
3778       1.9318516526         0.5176380902         1.23e-32            
3779       1.9318516526         0.5176380902         1.23e-32            
3780       1.9318516526         0.5176380902         1.23e-32            
3781       1.9318516526         0.5176380902         1.23e-32            
3782       1.9318516526         0.5176380902         1.23e-32            
3783       1.9318516526         0.5176380902         1.23e-32            
3784       1.9318516526         0.5176380902         1.23e-32            
3785       1.9318516526         0.5176380902         1.23e-32            
3786       1.9318516526         0.5176380902         1.23e-32            
3787       1.9318516526         0.5176380902         1.23e-32            
3788       1.9318516526         0.5176380902         1.23e-32            
3789       1.9318516526         0.5176380902         1.23e-32            
3790       1.9318516526         0.5176380902         1.23e-32            
3791       1.9318516526         0.5176380902         1.23e-32            
3792       1.9318516526         0.5176380902         1.23e-32            
3793       1.9318516526         0.5176380902         1.23e-32            
3794       1.9318516526         0.5176380902         1.23e-32            
3795       1.9318516526         0.5176380902         1.23e-32            
3796       1.9318516526         0.5176380902         1.23e-32            
3797       1.9318516526         0.5176380902         1.23e-32            
3798       1.9318516526         0.5176380902         1.23e-32            
3799       1.9318516526         0.5176380902         1.23e-32            
3800       1.9318516526         0.5176380902         1.23e-32            
3801       1.9318516526         0.5176380902         1.23e-32            
3802       1.9318516526         0.5176380902         1.23e-32            
3803       1.9318516526         0.5176380902         1.23e-32            
3804       1.9318516526         0.5176380902         1.23e-32            
3805       1.9318516526         0.5176380902         1.23e-32            
3806       1.9318516526         0.5176380902         1.23e-32            
3807       1.9318516526         0.5176380902         1.23e-32            
3808       1.9318516526         0.5176380902         1.23e-32            
3809       1.9318516526         0.5176380902         1.23e-32            
3810       1.9318516526         0.5176380902         1.23e-32            
3811       1.9318516526         0.5176380902         1.23e-32            
3812       1.9318516526         0.5176380902         1.23e-32            
3813       1.9318516526         0.5176380902         1.23e-32            
3814       1.9318516526         0.5176380902         1.23e-32            
3815       1.9318516526         0.5176380902         1.23e-32            
3816       1.9318516526         0.5176380902         1.23e-32            
3817       1.9318516526         0.5176380902         1.23e-32            
3818       1.9318516526         0.5176380902         1.23e-32            
3819       1.9318516526         0.5176380902         1.23e-32            
3820       1.9318516526         0.5176380902         1.23e-32            
3821       1.9318516526         0.5176380902         1.23e-32            
3822       1.9318516526         0.5176380902         1.23e-32            
3823       1.9318516526         0.5176380902         1.23e-32            
3824       1.9318516526         0.5176380902         1.23e-32            
3825       1.9318516526         0.5176380902         1.23e-32            
3826       1.9318516526         0.5176380902         1.23e-32            
3827       1.9318516526         0.5176380902         1.23e-32            
3828       1.9318516526         0.5176380902         1.23e-32            
3829       1.9318516526         0.5176380902         1.23e-32            
3830       1.9318516526         0.5176380902         1.23e-32            
3831       1.9318516526         0.5176380902         1.23e-32            
3832       1.9318516526         0.5176380902         1.23e-32            
3833       1.9318516526         0.5176380902         1.23e-32            
3834       1.9318516526         0.5176380902         1.23e-32            
3835       1.9318516526         0.5176380902         1.23e-32            
3836       1.9318516526         0.5176380902         1.23e-32            
3837       1.9318516526         0.5176380902         1.23e-32            
3838       1.9318516526         0.5176380902         1.23e-32            
3839       1.9318516526         0.5176380902         1.23e-32            
3840       1.9318516526         0.5176380902         1.23e-32            
3841       1.9318516526         0.5176380902         1.23e-32            
3842       1.9318516526         0.5176380902         1.23e-32            
3843       1.9318516526         0.5176380902         1.23e-32            
3844       1.9318516526         0.5176380902         1.23e-32            
3845       1.9318516526         0.5176380902         1.23e-32            
3846       1.9318516526         0.5176380902         1.23e-32            
3847       1.9318516526         0.5176380902         1.23e-32            
3848       1.9318516526         0.5176380902         1.23e-32            
3849       1.9318516526         0.5176380902         1.23e-32            
3850       1.9318516526         0.5176380902         1.23e-32            
3851       1.9318516526         0.5176380902         1.23e-32            
3852       1.9318516526         0.5176380902         1.23e-32            
3853       1.9318516526         0.5176380902         1.23e-32            
3854       1.9318516526         0.5176380902         1.23e-32            
3855       1.9318516526         0.5176380902         1.23e-32            
3856       1.9318516526         0.5176380902         1.23e-32            
3857       1.9318516526         0.5176380902         1.23e-32            
3858       1.9318516526         0.5176380902         1.23e-32            
3859       1.9318516526         0.5176380902         1.23e-32            
3860       1.9318516526         0.5176380902         1.23e-32            
3861       1.9318516526         0.5176380902         1.23e-32            
3862       1.9318516526         0.5176380902         1.23e-32            
3863       1.9318516526         0.5176380902         1.23e-32            
3864       1.9318516526         0.5176380902         1.23e-32            
3865       1.9318516526         0.5176380902         1.23e-32            
3866       1.9318516526         0.5176380902         1.23e-32            
3867       1.9318516526         0.5176380902         1.23e-32            
3868       1.9318516526         0.5176380902         1.23e-32            
3869       1.9318516526         0.5176380902         1.23e-32            
3870       1.9318516526         0.5176380902         1.23e-32            
3871       1.9318516526         0.5176380902         1.23e-32            
3872       1.9318516526         0.5176380902         1.23e-32            
3873       1.9318516526         0.5176380902         1.23e-32            
3874       1.9318516526         0.5176380902         1.23e-32            
3875       1.9318516526         0.5176380902         1.23e-32            
3876       1.9318516526         0.5176380902         1.23e-32            
3877       1.9318516526         0.5176380902         1.23e-32            
3878       1.9318516526         0.5176380902         1.23e-32            
3879       1.9318516526         0.5176380902         1.23e-32            
3880       1.9318516526         0.5176380902         1.23e-32            
3881       1.9318516526         0.5176380902         1.23e-32            
3882       1.9318516526         0.5176380902         1.23e-32            
3883       1.9318516526         0.5176380902         1.23e-32            
3884       1.9318516526         0.5176380902         1.23e-32            
3885       1.9318516526         0.5176380902         1.23e-32            
3886       1.9318516526         0.5176380902         1.23e-32            
3887       1.9318516526         0.5176380902         1.23e-32            
3888       1.9318516526         0.5176380902         1.23e-32            
3889       1.9318516526         0.5176380902         1.23e-32            
3890       1.9318516526         0.5176380902         1.23e-32            
3891       1.9318516526         0.5176380902         1.23e-32            
3892       1.9318516526         0.5176380902         1.23e-32            
3893       1.9318516526         0.5176380902         1.23e-32            
3894       1.9318516526         0.5176380902         1.23e-32            
3895       1.9318516526         0.5176380902         1.23e-32            
3896       1.9318516526         0.5176380902         1.23e-32            
3897       1.9318516526         0.5176380902         1.23e-32            
3898       1.9318516526         0.5176380902         1.23e-32            
3899       1.9318516526         0.5176380902         1.23e-32            
3900       1.9318516526         0.5176380902         1.23e-32            
3901       1.9318516526         0.5176380902         1.23e-32            
3902       1.9318516526         0.5176380902         1.23e-32            
3903       1.9318516526         0.5176380902         1.23e-32            
3904       1.9318516526         0.5176380902         1.23e-32            
3905       1.9318516526         0.5176380902         1.23e-32            
3906       1.9318516526         0.5176380902         1.23e-32            
3907       1.9318516526         0.5176380902         1.23e-32            
3908       1.9318516526         0.5176380902         1.23e-32            
3909       1.9318516526         0.5176380902         1.23e-32            
3910       1.9318516526         0.5176380902         1.23e-32            
3911       1.9318516526         0.5176380902         1.23e-32            
3912       1.9318516526         0.5176380902         1.23e-32            
3913       1.9318516526         0.5176380902         1.23e-32            
3914       1.9318516526         0.5176380902         1.23e-32            
3915       1.9318516526         0.5176380902         1.23e-32            
3916       1.9318516526         0.5176380902         1.23e-32            
3917       1.9318516526         0.5176380902         1.23e-32            
3918       1.9318516526         0.5176380902         1.23e-32            
3919       1.9318516526         0.5176380902         1.23e-32            
3920       1.9318516526         0.5176380902         1.23e-32            
3921       1.9318516526         0.5176380902         1.23e-32            
3922       1.9318516526         0.5176380902         1.23e-32            
3923       1.9318516526         0.5176380902         1.23e-32            
3924       1.9318516526         0.5176380902         1.23e-32            
3925       1.9318516526         0.5176380902         1.23e-32            
3926       1.9318516526         0.5176380902         1.23e-32            
3927       1.9318516526         0.5176380902         1.23e-32            
3928       1.9318516526         0.5176380902         1.23e-32            
3929       1.9318516526         0.5176380902         1.23e-32            
3930       1.9318516526         0.5176380902         1.23e-32            
3931       1.9318516526         0.5176380902         1.23e-32            
3932       1.9318516526         0.5176380902         1.23e-32            
3933       1.9318516526         0.5176380902         1.23e-32            
3934       1.9318516526         0.5176380902         1.23e-32            
3935       1.9318516526         0.5176380902         1.23e-32            
3936       1.9318516526         0.5176380902         1.23e-32            
3937       1.9318516526         0.5176380902         1.23e-32            
3938       1.9318516526         0.5176380902         1.23e-32            
3939       1.9318516526         0.5176380902         1.23e-32            
3940       1.9318516526         0.5176380902         1.23e-32            
3941       1.9318516526         0.5176380902         1.23e-32            
3942       1.9318516526         0.5176380902         1.23e-32            
3943       1.9318516526         0.5176380902         1.23e-32            
3944       1.9318516526         0.5176380902         1.23e-32            
3945       1.9318516526         0.5176380902         1.23e-32            
3946       1.9318516526         0.5176380902         1.23e-32            
3947       1.9318516526         0.5176380902         1.23e-32            
3948       1.9318516526         0.5176380902         1.23e-32            
3949       1.9318516526         0.5176380902         1.23e-32            
3950       1.9318516526         0.5176380902         1.23e-32            
3951       1.9318516526         0.5176380902         1.23e-32            
3952       1.9318516526         0.5176380902         1.23e-32            
3953       1.9318516526         0.5176380902         1.23e-32            
3954       1.9318516526         0.5176380902         1.23e-32            
3955       1.9318516526         0.5176380902         1.23e-32            
3956       1.9318516526         0.5176380902         1.23e-32            
3957       1.9318516526         0.5176380902         1.23e-32            
3958       1.9318516526         0.5176380902         1.23e-32            
3959       1.9318516526         0.5176380902         1.23e-32            
3960       1.9318516526         0.5176380902         1.23e-32            
3961       1.9318516526         0.5176380902         1.23e-32            
3962       1.9318516526         0.5176380902         1.23e-32            
3963       1.9318516526         0.5176380902         1.23e-32            
3964       1.9318516526         0.5176380902         1.23e-32            
3965       1.9318516526         0.5176380902         1.23e-32            
3966       1.9318516526         0.5176380902         1.23e-32            
3967       1.9318516526         0.5176380902         1.23e-32            
3968       1.9318516526         0.5176380902         1.23e-32            
3969       1.9318516526         0.5176380902         1.23e-32            
3970       1.9318516526         0.5176380902         1.23e-32            
3971       1.9318516526         0.5176380902         1.23e-32            
3972       1.9318516526         0.5176380902         1.23e-32            
3973       1.9318516526         0.5176380902         1.23e-32            
3974       1.9318516526         0.5176380902         1.23e-32            
3975       1.9318516526         0.5176380902         1.23e-32            
3976       1.9318516526         0.5176380902         1.23e-32            
3977       1.9318516526         0.5176380902         1.23e-32            
3978       1.9318516526         0.5176380902         1.23e-32            
3979       1.9318516526         0.5176380902         1.23e-32            
3980       1.9318516526         0.5176380902         1.23e-32            
3981       1.9318516526         0.5176380902         1.23e-32            
3982       1.9318516526         0.5176380902         1.23e-32            
3983       1.9318516526         0.5176380902         1.23e-32            
3984       1.9318516526         0.5176380902         1.23e-32            
3985       1.9318516526         0.5176380902         1.23e-32            
3986       1.9318516526         0.5176380902         1.23e-32            
3987       1.9318516526         0.5176380902         1.23e-32            
3988       1.9318516526         0.5176380902         1.23e-32            
3989       1.9318516526         0.5176380902         1.23e-32            
3990       1.9318516526         0.5176380902         1.23e-32            
3991       1.9318516526         0.5176380902         1.23e-32            
3992       1.9318516526         0.5176380902         1.23e-32            
3993       1.9318516526         0.5176380902         1.23e-32            
3994       1.9318516526         0.5176380902         1.23e-32            
3995       1.9318516526         0.5176380902         1.23e-32            
3996       1.9318516526         0.5176380902         1.23e-32            
3997       1.9318516526         0.5176380902         1.23e-32            
3998       1.9318516526         0.5176380902         1.23e-32            
3999       1.9318516526         0.5176380902         1.23e-32            
4000       1.9318516526         0.5176380902         1.23e-32            
4001       1.9318516526         0.5176380902         1.23e-32            
4002       1.9318516526         0.5176380902         1.23e-32            
4003       1.9318516526         0.5176380902         1.23e-32            
4004       1.9318516526         0.5176380902         1.23e-32            
4005       1.9318516526         0.5176380902         1.23e-32            
4006       1.9318516526         0.5176380902         1.23e-32            
4007       1.9318516526         0.5176380902         1.23e-32            
4008       1.9318516526         0.5176380902         1.23e-32            
4009       1.9318516526         0.5176380902         1.23e-32            
4010       1.9318516526         0.5176380902         1.23e-32            
4011       1.9318516526         0.5176380902         1.23e-32            
4012       1.9318516526         0.5176380902         1.23e-32            
4013       1.9318516526         0.5176380902         1.23e-32            
4014       1.9318516526         0.5176380902         1.23e-32            
4015       1.9318516526         0.5176380902         1.23e-32            
4016       1.9318516526         0.5176380902         1.23e-32            
4017       1.9318516526         0.5176380902         1.23e-32            
4018       1.9318516526         0.5176380902         1.23e-32            
4019       1.9318516526         0.5176380902         1.23e-32            
4020       1.9318516526         0.5176380902         1.23e-32            
4021       1.9318516526         0.5176380902         1.23e-32            
4022       1.9318516526         0.5176380902         1.23e-32            
4023       1.9318516526         0.5176380902         1.23e-32            
4024       1.9318516526         0.5176380902         1.23e-32            
4025       1.9318516526         0.5176380902         1.23e-32            
4026       1.9318516526         0.5176380902         1.23e-32            
4027       1.9318516526         0.5176380902         1.23e-32            
4028       1.9318516526         0.5176380902         1.23e-32            
4029       1.9318516526         0.5176380902         1.23e-32            
4030       1.9318516526         0.5176380902         1.23e-32            
4031       1.9318516526         0.5176380902         1.23e-32            
4032       1.9318516526         0.5176380902         1.23e-32            
4033       1.9318516526         0.5176380902         1.23e-32            
4034       1.9318516526         0.5176380902         1.23e-32            
4035       1.9318516526         0.5176380902         1.23e-32            
4036       1.9318516526         0.5176380902         1.23e-32            
4037       1.9318516526         0.5176380902         1.23e-32            
4038       1.9318516526         0.5176380902         1.23e-32            
4039       1.9318516526         0.5176380902         1.23e-32            
4040       1.9318516526         0.5176380902         1.23e-32            
4041       1.9318516526         0.5176380902         1.23e-32            
4042       1.9318516526         0.5176380902         1.23e-32            
4043       1.9318516526         0.5176380902         1.23e-32            
4044       1.9318516526         0.5176380902         1.23e-32            
4045       1.9318516526         0.5176380902         1.23e-32            
4046       1.9318516526         0.5176380902         1.23e-32            
4047       1.9318516526         0.5176380902         1.23e-32            
4048       1.9318516526         0.5176380902         1.23e-32            
4049       1.9318516526         0.5176380902         1.23e-32            
4050       1.9318516526         0.5176380902         1.23e-32            
4051       1.9318516526         0.5176380902         1.23e-32            
4052       1.9318516526         0.5176380902         1.23e-32            
4053       1.9318516526         0.5176380902         1.23e-32            
4054       1.9318516526         0.5176380902         1.23e-32            
4055       1.9318516526         0.5176380902         1.23e-32            
4056       1.9318516526         0.5176380902         1.23e-32            
4057       1.9318516526         0.5176380902         1.23e-32            
4058       1.9318516526         0.5176380902         1.23e-32            
4059       1.9318516526         0.5176380902         1.23e-32            
4060       1.9318516526         0.5176380902         1.23e-32            
4061       1.9318516526         0.5176380902         1.23e-32            
4062       1.9318516526         0.5176380902         1.23e-32            
4063       1.9318516526         0.5176380902         1.23e-32            
4064       1.9318516526         0.5176380902         1.23e-32            
4065       1.9318516526         0.5176380902         1.23e-32            
4066       1.9318516526         0.5176380902         1.23e-32            
4067       1.9318516526         0.5176380902         1.23e-32            
4068       1.9318516526         0.5176380902         1.23e-32            
4069       1.9318516526         0.5176380902         1.23e-32            
4070       1.9318516526         0.5176380902         1.23e-32            
4071       1.9318516526         0.5176380902         1.23e-32            
4072       1.9318516526         0.5176380902         1.23e-32            
4073       1.9318516526         0.5176380902         1.23e-32            
4074       1.9318516526         0.5176380902         1.23e-32            
4075       1.9318516526         0.5176380902         1.23e-32            
4076       1.9318516526         0.5176380902         1.23e-32            
4077       1.9318516526         0.5176380902         1.23e-32            
4078       1.9318516526         0.5176380902         1.23e-32            
4079       1.9318516526         0.5176380902         1.23e-32            
4080       1.9318516526         0.5176380902         1.23e-32            
4081       1.9318516526         0.5176380902         1.23e-32            
4082       1.9318516526         0.5176380902         1.23e-32            
4083       1.9318516526         0.5176380902         1.23e-32            
4084       1.9318516526         0.5176380902         1.23e-32            
4085       1.9318516526         0.5176380902         1.23e-32            
4086       1.9318516526         0.5176380902         1.23e-32            
4087       1.9318516526         0.5176380902         1.23e-32            
4088       1.9318516526         0.5176380902         1.23e-32            
4089       1.9318516526         0.5176380902         1.23e-32            
4090       1.9318516526         0.5176380902         1.23e-32            
4091       1.9318516526         0.5176380902         1.23e-32            
4092       1.9318516526         0.5176380902         1.23e-32            
4093       1.9318516526         0.5176380902         1.23e-32            
4094       1.9318516526         0.5176380902         1.23e-32            
4095       1.9318516526         0.5176380902         1.23e-32            
4096       1.9318516526         0.5176380902         1.23e-32            
4097       1.9318516526         0.5176380902         1.23e-32            
4098       1.9318516526         0.5176380902         1.23e-32            
4099       1.9318516526         0.5176380902         1.23e-32            
4100       1.9318516526         0.5176380902         1.23e-32            
4101       1.9318516526         0.5176380902         1.23e-32            
4102       1.9318516526         0.5176380902         1.23e-32            
4103       1.9318516526         0.5176380902         1.23e-32            
4104       1.9318516526         0.5176380902         1.23e-32            
4105       1.9318516526         0.5176380902         1.23e-32            
4106       1.9318516526         0.5176380902         1.23e-32            
4107       1.9318516526         0.5176380902         1.23e-32            
4108       1.9318516526         0.5176380902         1.23e-32            
4109       1.9318516526         0.5176380902         1.23e-32            
4110       1.9318516526         0.5176380902         1.23e-32            
4111       1.9318516526         0.5176380902         1.23e-32            
4112       1.9318516526         0.5176380902         1.23e-32            
4113       1.9318516526         0.5176380902         1.23e-32            
4114       1.9318516526         0.5176380902         1.23e-32            
4115       1.9318516526         0.5176380902         1.23e-32            
4116       1.9318516526         0.5176380902         1.23e-32            
4117       1.9318516526         0.5176380902         1.23e-32            
4118       1.9318516526         0.5176380902         1.23e-32            
4119       1.9318516526         0.5176380902         1.23e-32            
4120       1.9318516526         0.5176380902         1.23e-32            
4121       1.9318516526         0.5176380902         1.23e-32            
4122       1.9318516526         0.5176380902         1.23e-32            
4123       1.9318516526         0.5176380902         1.23e-32            
4124       1.9318516526         0.5176380902         1.23e-32            
4125       1.9318516526         0.5176380902         1.23e-32            
4126       1.9318516526         0.5176380902         1.23e-32            
4127       1.9318516526         0.5176380902         1.23e-32            
4128       1.9318516526         0.5176380902         1.23e-32            
4129       1.9318516526         0.5176380902         1.23e-32            
4130       1.9318516526         0.5176380902         1.23e-32            
4131       1.9318516526         0.5176380902         1.23e-32            
4132       1.9318516526         0.5176380902         1.23e-32            
4133       1.9318516526         0.5176380902         1.23e-32            
4134       1.9318516526         0.5176380902         1.23e-32            
4135       1.9318516526         0.5176380902         1.23e-32            
4136       1.9318516526         0.5176380902         1.23e-32            
4137       1.9318516526         0.5176380902         1.23e-32            
4138       1.9318516526         0.5176380902         1.23e-32            
4139       1.9318516526         0.5176380902         1.23e-32            
4140       1.9318516526         0.5176380902         1.23e-32            
4141       1.9318516526         0.5176380902         1.23e-32            
4142       1.9318516526         0.5176380902         1.23e-32            
4143       1.9318516526         0.5176380902         1.23e-32            
4144       1.9318516526         0.5176380902         1.23e-32            
4145       1.9318516526         0.5176380902         1.23e-32            
4146       1.9318516526         0.5176380902         1.23e-32            
4147       1.9318516526         0.5176380902         1.23e-32            
4148       1.9318516526         0.5176380902         1.23e-32            
4149       1.9318516526         0.5176380902         1.23e-32            
4150       1.9318516526         0.5176380902         1.23e-32            
4151       1.9318516526         0.5176380902         1.23e-32            
4152       1.9318516526         0.5176380902         1.23e-32            
4153       1.9318516526         0.5176380902         1.23e-32            
4154       1.9318516526         0.5176380902         1.23e-32            
4155       1.9318516526         0.5176380902         1.23e-32            
4156       1.9318516526         0.5176380902         1.23e-32            
4157       1.9318516526         0.5176380902         1.23e-32            
4158       1.9318516526         0.5176380902         1.23e-32            
4159       1.9318516526         0.5176380902         1.23e-32            
4160       1.9318516526         0.5176380902         1.23e-32            
4161       1.9318516526         0.5176380902         1.23e-32            
4162       1.9318516526         0.5176380902         1.23e-32            
4163       1.9318516526         0.5176380902         1.23e-32            
4164       1.9318516526         0.5176380902         1.23e-32            
4165       1.9318516526         0.5176380902         1.23e-32            
4166       1.9318516526         0.5176380902         1.23e-32            
4167       1.9318516526         0.5176380902         1.23e-32            
4168       1.9318516526         0.5176380902         1.23e-32            
4169       1.9318516526         0.5176380902         1.23e-32            
4170       1.9318516526         0.5176380902         1.23e-32            
4171       1.9318516526         0.5176380902         1.23e-32            
4172       1.9318516526         0.5176380902         1.23e-32            
4173       1.9318516526         0.5176380902         1.23e-32            
4174       1.9318516526         0.5176380902         1.23e-32            
4175       1.9318516526         0.5176380902         1.23e-32            
4176       1.9318516526         0.5176380902         1.23e-32            
4177       1.9318516526         0.5176380902         1.23e-32            
4178       1.9318516526         0.5176380902         1.23e-32            
4179       1.9318516526         0.5176380902         1.23e-32            
4180       1.9318516526         0.5176380902         1.23e-32            
4181       1.9318516526         0.5176380902         1.23e-32            
4182       1.9318516526         0.5176380902         1.23e-32            
4183       1.9318516526         0.5176380902         1.23e-32            
4184       1.9318516526         0.5176380902         1.23e-32            
4185       1.9318516526         0.5176380902         1.23e-32            
4186       1.9318516526         0.5176380902         1.23e-32            
4187       1.9318516526         0.5176380902         1.23e-32            
4188       1.9318516526         0.5176380902         1.23e-32            
4189       1.9318516526         0.5176380902         1.23e-32            
4190       1.9318516526         0.5176380902         1.23e-32            
4191       1.9318516526         0.5176380902         1.23e-32            
4192       1.9318516526         0.5176380902         1.23e-32            
4193       1.9318516526         0.5176380902         1.23e-32            
4194       1.9318516526         0.5176380902         1.23e-32            
4195       1.9318516526         0.5176380902         1.23e-32            
4196       1.9318516526         0.5176380902         1.23e-32            
4197       1.9318516526         0.5176380902         1.23e-32            
4198       1.9318516526         0.5176380902         1.23e-32            
4199       1.9318516526         0.5176380902         1.23e-32            
4200       1.9318516526         0.5176380902         1.23e-32            
4201       1.9318516526         0.5176380902         1.23e-32            
4202       1.9318516526         0.5176380902         1.23e-32            
4203       1.9318516526         0.5176380902         1.23e-32            
4204       1.9318516526         0.5176380902         1.23e-32            
4205       1.9318516526         0.5176380902         1.23e-32            
4206       1.9318516526         0.5176380902         1.23e-32            
4207       1.9318516526         0.5176380902         1.23e-32            
4208       1.9318516526         0.5176380902         1.23e-32            
4209       1.9318516526         0.5176380902         1.23e-32            
4210       1.9318516526         0.5176380902         1.23e-32            
4211       1.9318516526         0.5176380902         1.23e-32            
4212       1.9318516526         0.5176380902         1.23e-32            
4213       1.9318516526         0.5176380902         1.23e-32            
4214       1.9318516526         0.5176380902         1.23e-32            
4215       1.9318516526         0.5176380902         1.23e-32            
4216       1.9318516526         0.5176380902         1.23e-32            
4217       1.9318516526         0.5176380902         1.23e-32            
4218       1.9318516526         0.5176380902         1.23e-32            
4219       1.9318516526         0.5176380902         1.23e-32            
4220       1.9318516526         0.5176380902         1.23e-32            
4221       1.9318516526         0.5176380902         1.23e-32            
4222       1.9318516526         0.5176380902         1.23e-32            
4223       1.9318516526         0.5176380902         1.23e-32            
4224       1.9318516526         0.5176380902         1.23e-32            
4225       1.9318516526         0.5176380902         1.23e-32            
4226       1.9318516526         0.5176380902         1.23e-32            
4227       1.9318516526         0.5176380902         1.23e-32            
4228       1.9318516526         0.5176380902         1.23e-32            
4229       1.9318516526         0.5176380902         1.23e-32            
4230       1.9318516526         0.5176380902         1.23e-32            
4231       1.9318516526         0.5176380902         1.23e-32            
4232       1.9318516526         0.5176380902         1.23e-32            
4233       1.9318516526         0.5176380902         1.23e-32            
4234       1.9318516526         0.5176380902         1.23e-32            
4235       1.9318516526         0.5176380902         1.23e-32            
4236       1.9318516526         0.5176380902         1.23e-32            
4237       1.9318516526         0.5176380902         1.23e-32            
4238       1.9318516526         0.5176380902         1.23e-32            
4239       1.9318516526         0.5176380902         1.23e-32            
4240       1.9318516526         0.5176380902         1.23e-32            
4241       1.9318516526         0.5176380902         1.23e-32            
4242       1.9318516526         0.5176380902         1.23e-32            
4243       1.9318516526         0.5176380902         1.23e-32            
4244       1.9318516526         0.5176380902         1.23e-32            
4245       1.9318516526         0.5176380902         1.23e-32            
4246       1.9318516526         0.5176380902         1.23e-32            
4247       1.9318516526         0.5176380902         1.23e-32            
4248       1.9318516526         0.5176380902         1.23e-32            
4249       1.9318516526         0.5176380902         1.23e-32            
4250       1.9318516526         0.5176380902         1.23e-32            
4251       1.9318516526         0.5176380902         1.23e-32            
4252       1.9318516526         0.5176380902         1.23e-32            
4253       1.9318516526         0.5176380902         1.23e-32            
4254       1.9318516526         0.5176380902         1.23e-32            
4255       1.9318516526         0.5176380902         1.23e-32            
4256       1.9318516526         0.5176380902         1.23e-32            
4257       1.9318516526         0.5176380902         1.23e-32            
4258       1.9318516526         0.5176380902         1.23e-32            
4259       1.9318516526         0.5176380902         1.23e-32            
4260       1.9318516526         0.5176380902         1.23e-32            
4261       1.9318516526         0.5176380902         1.23e-32            
4262       1.9318516526         0.5176380902         1.23e-32            
4263       1.9318516526         0.5176380902         1.23e-32            
4264       1.9318516526         0.5176380902         1.23e-32            
4265       1.9318516526         0.5176380902         1.23e-32            
4266       1.9318516526         0.5176380902         1.23e-32            
4267       1.9318516526         0.5176380902         1.23e-32            
4268       1.9318516526         0.5176380902         1.23e-32            
4269       1.9318516526         0.5176380902         1.23e-32            
4270       1.9318516526         0.5176380902         1.23e-32            
4271       1.9318516526         0.5176380902         1.23e-32            
4272       1.9318516526         0.5176380902         1.23e-32            
4273       1.9318516526         0.5176380902         1.23e-32            
4274       1.9318516526         0.5176380902         1.23e-32            
4275       1.9318516526         0.5176380902         1.23e-32            
4276       1.9318516526         0.5176380902         1.23e-32            
4277       1.9318516526         0.5176380902         1.23e-32            
4278       1.9318516526         0.5176380902         1.23e-32            
4279       1.9318516526         0.5176380902         1.23e-32            
4280       1.9318516526         0.5176380902         1.23e-32            
4281       1.9318516526         0.5176380902         1.23e-32            
4282       1.9318516526         0.5176380902         1.23e-32            
4283       1.9318516526         0.5176380902         1.23e-32            
4284       1.9318516526         0.5176380902         1.23e-32            
4285       1.9318516526         0.5176380902         1.23e-32            
4286       1.9318516526         0.5176380902         1.23e-32            
4287       1.9318516526         0.5176380902         1.23e-32            
4288       1.9318516526         0.5176380902         1.23e-32            
4289       1.9318516526         0.5176380902         1.23e-32            
4290       1.9318516526         0.5176380902         1.23e-32            
4291       1.9318516526         0.5176380902         1.23e-32            
4292       1.9318516526         0.5176380902         1.23e-32            
4293       1.9318516526         0.5176380902         1.23e-32            
4294       1.9318516526         0.5176380902         1.23e-32            
4295       1.9318516526         0.5176380902         1.23e-32            
4296       1.9318516526         0.5176380902         1.23e-32            
4297       1.9318516526         0.5176380902         1.23e-32            
4298       1.9318516526         0.5176380902         1.23e-32            
4299       1.9318516526         0.5176380902         1.23e-32            
4300       1.9318516526         0.5176380902         1.23e-32            
4301       1.9318516526         0.5176380902         1.23e-32            
4302       1.9318516526         0.5176380902         1.23e-32            
4303       1.9318516526         0.5176380902         1.23e-32            
4304       1.9318516526         0.5176380902         1.23e-32            
4305       1.9318516526         0.5176380902         1.23e-32            
4306       1.9318516526         0.5176380902         1.23e-32            
4307       1.9318516526         0.5176380902         1.23e-32            
4308       1.9318516526         0.5176380902         1.23e-32            
4309       1.9318516526         0.5176380902         1.23e-32            
4310       1.9318516526         0.5176380902         1.23e-32            
4311       1.9318516526         0.5176380902         1.23e-32            
4312       1.9318516526         0.5176380902         1.23e-32            
4313       1.9318516526         0.5176380902         1.23e-32            
4314       1.9318516526         0.5176380902         1.23e-32            
4315       1.9318516526         0.5176380902         1.23e-32            
